,date,flight no,booster version,payload mass,orbit,launch site,landing type,outcome,flights,gridfins,reused,legs,landing pad,block,reused count,serial,longitude,latitude,cost per launch,customers,manufacterers
94,2020-06-04T01:25:00.000Z,95,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,5,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1049,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
95,2020-06-13T09:21:00.000Z,96,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
96,2020-06-30T19:55:00.000Z,97,Falcon 9,3880.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,['USAF'],['Lockheed Martin']
97,2020-07-20T21:30:00.000Z,98,Falcon 9,,GEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,50000000,['South Korea'],['South Korea']
98,2020-08-07T05:12:00.000Z,99,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
99,2020-08-18T14:31:00.000Z,100,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
100,2020-08-30T23:18:00.000Z,101,Falcon 9,1600.0,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,4,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5,B1059,-80.577366,28.5618571,50000000,['CONAE'],[]
101,2020-09-03T12:46:00.000Z,102,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1060,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
102,2020-10-06T11:29:00.000Z,103,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,3,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
103,2020-10-18T12:25:00.000Z,104,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
104,2020-10-24T15:31:00.000Z,105,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
105,2020-11-05T23:24:00.000Z,106,Falcon 9,3681.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,8,B1062,-80.577366,28.5618571,50000000,['United States Space Force'],['Lockheed Martin']
106,2020-11-16T00:27:00.000Z,107,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1061,-80.6039558,28.6080585,50000000,['NASA (CCtCap)'],['SpaceX']
107,2020-11-21T17:17:00.000Z,108,Falcon 9,1440.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,1,True,False,True,5e9e3032383ecb554034e7c9,5.0,6,B1063,-120.610829,34.632093,50000000,['NASA'],[]
108,2020-11-25T02:13:00.000Z,109,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
109,2020-12-06T16:17:00.000Z,110,Falcon 9,2972.0,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,50000000,['NASA (CRS)'],['SpaceX']
110,2020-12-13T17:30:00.000Z,111,Falcon 9,7000.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.577366,28.5618571,50000000,['SiriusXM'],['SSL']
111,2020-12-19T14:00:00.000Z,112,Falcon 9,,,Kennedy Space Center Historic Launch Complex 39A,RTLS,True,5,True,True,True,5e9e3032383ecb267a34e7c7,5.0,5,B1059,-80.6039558,28.6080585,50000000,['National Reconnaissance Office'],[]
112,2021-01-08T02:15:00.000Z,113,Falcon 9,3500.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,4,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,['Turksat'],['Airbus Defence and Space']
113,2021-01-20T13:02:00.000Z,114,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,8,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
114,2021-01-24T15:00:00.000Z,115,Falcon 9,,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.577366,28.5618571,50000000,[],[]
115,2021-02-04T06:19:00.000Z,116,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1060,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
116,2021-02-16T03:59:00.000Z,117,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,False,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1059,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
117,2021-03-04T08:24:00.000Z,118,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,8,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
118,2021-03-11T08:13:00.000Z,119,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
119,2021-03-14T10:01:00.000Z,120,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,9,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
120,2021-03-24T08:28:00.000Z,121,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1060,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
121,2021-04-07T16:34:00.000Z,122,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
122,2021-04-23T09:49:00.000Z,123,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1061,-80.6039558,28.6080585,50000000,['NASA (CCtCap)'],['SpaceX']
123,2021-04-29T03:44:00.000Z,124,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
124,2021-05-04T19:01:00.000Z,125,Falcon 9,15600.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,9,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
125,2021-05-09T06:42:00.000Z,126,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,10,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
126,2021-05-15T22:54:00.000Z,127,Falcon 9,13520.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,8,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,13,B1058,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
127,2021-05-26T18:59:00.000Z,128,Falcon 9,15600.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,6,B1063,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
128,2021-06-03T17:29:00.000Z,129,Falcon 9,3328.0,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3032383ecb6bb234e7ca,5.0,5,B1067,-80.6039558,28.6080585,50000000,['NASA (CRS)'],['SpaceX']
129,2021-06-06T04:26:00.000Z,130,Falcon 9,7000.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1061,-80.577366,28.5618571,50000000,['SiriusXM'],['SSL']
130,2021-06-17T16:09:00.000Z,131,Falcon 9,3681.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,2,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,8,B1062,-80.577366,28.5618571,50000000,['USAF'],['Lockheed Martin']
131,2021-06-30T19:31:00.000Z,132,Falcon 9,,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,8,True,True,True,5e9e3032383ecb267a34e7c7,5.0,12,B1060,-80.577366,28.5618571,50000000,[],[]
132,2021-08-29T07:14:00.000Z,133,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,4,True,True,True,5e9e3033383ecb075134e7cd,5.0,9,B1061,-80.6039558,28.6080585,50000000,['NASA (CRS)'],['SpaceX']
133,2021-09-14T03:55:00.000Z,134,Falcon 9,15600.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,10,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1049,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
134,2021-09-16T00:02:00.000Z,135,Falcon 9,,LEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,3,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,8,B1062,-80.6039558,28.6080585,50000000,['Jared Isaacman'],['SpaceX']
135,2021-11-11T02:03:00.000Z,136,Falcon 9,12519.0,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3033383ecb075134e7cd,5.0,5,B1067,-80.6039558,28.6080585,50000000,['NASA (CCtCap)'],['SpaceX']
136,2021-11-13T12:40:00.000Z,137,Falcon 9,13260.0,LEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,9,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
137,2021-11-24T06:20:00.000Z,138,Falcon 9,670.0,TLI,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,2,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,50000000,['NASA'],['Applied Physics Laboratory']
138,2021-12-01T23:20:00.000Z,139,Falcon 9,13260.0,PO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,9,True,True,True,5e9e3033383ecb075134e7cd,5.0,12,B1060,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
139,2021-12-09T06:00:00.000Z,140,Falcon 9,330.0,LEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,5,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1061,-80.6039558,28.6080585,50000000,"['NASA', 'ASI']","['Ball Aerospace & Technologies', 'OHB Italia']"
140,2021-12-18T12:41:40.000Z,141,Falcon 9,13260.0,PO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,11,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,12,B1051,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
141,2021-12-19T03:58:00.000Z,142,Falcon 9,3500.0,GTO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,3,True,True,True,5e9e3033383ecb075134e7cd,5.0,5,B1067,-80.577366,28.5618571,50000000,['Turksat'],['Airbus Defence and Space']
142,2021-12-21T10:06:00.000Z,143,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,1,B1069,-80.6039558,28.6080585,50000000,['NASA (CRS)'],['SpaceX']
143,2022-01-06T21:49:00.000Z,144,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,4,True,True,True,5e9e3033383ecb075134e7cd,5.0,8,B1062,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
144,2022-01-13T15:25:00.000Z,145,Falcon 9,,LEO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,10,True,True,True,5e9e3032383ecb267a34e7c7,5.0,13,B1058,-80.577366,28.5618571,50000000,"['National Reconnaissance Office', 'USAF']",[]
145,2022-01-19T00:04:00.000Z,146,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,10,True,True,True,5e9e3033383ecb075134e7cd,5.0,12,B1060,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
146,2022-01-31T23:11:12.000Z,147,Falcon 9,2240.0,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,3,True,True,True,5e9e3032383ecb267a34e7c7,5.0,6,B1052,-80.577366,28.5618571,50000000,['ESA'],[]
147,2022-02-02T20:18:00.000Z,148,Falcon 9,,LEO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,1,True,False,True,5e9e3032383ecb554034e7c9,5.0,3,B1071,-120.610829,34.632093,50000000,"['National Reconnaissance Office', 'USAF']",[]
148,2022-02-03T18:13:00.000Z,149,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,6,True,True,True,5e9e3033383ecb075134e7cd,5.0,9,B1061,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
149,2022-02-21T14:44:00.000Z,150,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,11,True,True,True,5e9e3033383ecb075134e7cd,5.0,13,B1058,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
150,2022-02-25T17:12:00.000Z,151,Falcon 9,13260.0,VLEO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
151,2022-03-03T14:35:00.000Z,152,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,11,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
152,2022-03-09T13:45:00.000Z,153,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,4,True,True,True,5e9e3033383ecb075134e7cd,5.0,6,B1052,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
153,2022-03-19T03:24:00.000Z,154,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,12,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
154,2022-04-01T16:24:00.000Z,155,Falcon 9,,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1061,-80.577366,28.5618571,50000000,[],[]
155,2022-04-08T15:17:00.000Z,156,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,5,True,True,True,5e9e3033383ecb075134e7cd,5.0,8,B1062,-80.6039558,28.6080585,50000000,['Axiom Space'],['SpaceX']
156,2022-04-17T13:13:00.000Z,157,Falcon 9,,LEO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,2,True,True,True,5e9e3032383ecb554034e7c9,5.0,3,B1071,-120.610829,34.632093,50000000,"['USAF', 'National Reconnaissance Office']",[]
157,2022-04-21T15:16:00.000Z,158,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,12,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1060,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
158,2022-04-27T07:52:00.000Z,159,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,4,True,True,True,5e9e3033383ecb075134e7cd,5.0,5,B1067,-80.6039558,28.6080585,50000000,['NASA (CCtCap)'],['SpaceX']
159,2022-04-29T21:27:00.000Z,160,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,8,B1062,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
160,2022-05-06T09:42:00.000Z,161,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,12,True,True,True,5e9e3033383ecb075134e7cd,5.0,13,B1058,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
161,2022-05-13T22:07:00.000Z,162,Falcon 9,13260.0,VLEO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,5,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
162,2022-05-14T20:40:00.000Z,163,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,2,B1073,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
163,2022-05-18T10:40:00.000Z,164,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,5,True,True,True,5e9e3033383ecb075134e7cd,5.0,6,B1052,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
164,2022-05-25T18:27:00.000Z,165,Falcon 9,,SSO,Cape Canaveral Space Force Station Space Launch Complex 40,RTLS,True,8,True,True,True,5e9e3032383ecb267a34e7c7,5.0,9,B1061,-80.577366,28.5618571,50000000,[],[]
165,2022-06-08T21:04:00.000Z,166,Falcon 9,3938.0,GEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,8,B1062,-80.577366,28.5618571,50000000,['Nilesat'],['Thales Alenia Space']
166,2022-06-01T17:08:50.000Z,167,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,13,True,True,True,5e9e3033383ecb075134e7cd,5.0,12,B1060,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
167,2022-06-18T14:19:00.000Z,168,Falcon 9,2200.0,SSO,Vandenberg Space Force Base Space Launch Complex 4E,RTLS,True,3,True,True,True,5e9e3032383ecb554034e7c9,5.0,3,B1071,-120.610829,34.632093,50000000,"['OHB-System', 'AG', 'Bundeswehr']",['Airbus Defence and Space']
168,2022-06-19T04:27:00.000Z,169,Falcon 9,700.0,LEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,9,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,9,B1061,-80.577366,28.5618571,50000000,['Globalstar'],[]
169,2022-06-29T21:04:00.000Z,170,Falcon 9,3500.0,MEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,2,True,True,True,5e9e3033383ecb075134e7cd,5.0,2,B1073,-80.577366,28.5618571,50000000,['SES'],['Thales Alenia Space']
170,2022-07-07T13:11:00.000Z,171,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,13,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,13,B1058,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
171,2022-07-11T01:39:00.000Z,172,Falcon 9,13260.0,VLEO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,6,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
172,2022-07-15T00:44:00.000Z,173,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,5,True,True,True,5e9e3033383ecb075134e7cd,5.0,5,B1067,-80.6039558,28.6080585,50000000,['NASA (CRS)'],['SpaceX']
173,2022-07-17T14:50:00.000Z,174,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,13,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,12,B1051,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
174,2022-07-21T17:13:00.000Z,175,Falcon 9,13260.0,VLEO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,4,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,3,B1071,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
175,2022-07-24T00:00:00.000Z,176,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,8,True,True,True,5e9e3033383ecb075134e7cd,5.0,8,B1062,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
176,2022-08-04T23:08:00.000Z,177,Falcon 9,678.0,TLI,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,6,B1052,-80.577366,28.5618571,50000000,['KARI'],['KARI']
177,2022-08-09T22:57:00.000Z,178,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,3,True,True,True,5e9e3033383ecb075134e7cd,5.0,2,B1073,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
178,2022-08-12T21:30:00.000Z,179,Falcon 9,13260.0,VLEO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,10,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,9,B1061,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
179,2022-08-19T19:24:00.000Z,180,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,9,True,True,True,5e9e3033383ecb075134e7cd,5.0,8,B1062,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
180,2022-08-28T02:22:00.000Z,181,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,2,True,True,True,5e9e3033383ecb075134e7cd,5.0,1,B1069,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
181,2022-08-31T05:40:00.000Z,182,Falcon 9,13260.0,VLEO,Vandenberg Space Force Base Space Launch Complex 4E,ASDS,True,7,True,True,True,5e9e3032383ecb6bb234e7ca,5.0,6,B1063,-120.610829,34.632093,50000000,['SpaceX'],['SpaceX']
182,2022-09-05T02:09:00.000Z,183,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,7,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,6,B1052,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
183,2022-09-11T01:10:00.000Z,184,Falcon 9,13260.0,VLEO,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,14,True,True,True,5e9e3033383ecb075134e7cd,5.0,13,B1058,-80.6039558,28.6080585,50000000,['SpaceX'],['SpaceX']
184,2022-09-17T01:05:00.000Z,185,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,6,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,5,B1067,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
185,2022-09-24T23:30:00.000Z,186,Falcon 9,13260.0,VLEO,Cape Canaveral Space Force Station Space Launch Complex 40,ASDS,True,4,True,True,True,5e9e3033383ecbb9e534e7cc,5.0,0,B1072,-80.577366,28.5618571,50000000,['SpaceX'],['SpaceX']
186,2022-10-05T16:00:00.000Z,187,Falcon 9,,ISS,Kennedy Space Center Historic Launch Complex 39A,ASDS,True,1,True,False,True,5e9e3033383ecbb9e534e7cc,5.0,0,B1077,-80.6039558,28.6080585,50000000,['NASA (CCtCap)'],['SpaceX']
